,posture,x,y,speed,traitement,breed,temperature,time,200002,200004,200011,200013,200014,204926,204927,204938,204945,204946,num_nb,degree,close,bet,pr,204946==False AND bet>=0.06,204938==True AND bet>=0.06,200011==True AND 204946==False,204946==False AND pr>=0.11,200002==False AND bet>=0.06,204946==False AND num_nb: [3.0:4.0[,204946==False AND degree: [0.33:0.44[,204938==False AND num_nb: [3.0:4.0[,204938==False AND degree: [0.33:0.44[,204938==False AND 204946==False,200014==False AND y>=132.23,pr: [0.07:0.08[ AND y>=132.23,pr: [0.07:0.08[ AND speed: [0.80:1.92[,bet: [0.01:0.02[ AND y>=132.23,pr: [0.07:0.08[ AND temperature<28.50,200004==False AND temperature: [29.0:29.50[	,speed>=19.89,speed>=19.89 AND traitement==1.0,breed==0.0 AND speed>=19.89,200002==False AND speed>=19.89,speed: [4.28:19.89[,speed: [4.28:19.89[ AND traitement==1.0	,breed==0.0 AND speed: [4.28:19.89[	,200002==False AND speed: [4.28:19.89[	,204927==True
370,4.0,126.700173570766,133.552910541588,71.9469118211013,1.0,0.0,29.0,2020-07-02 01:30:00,False,False,True,True,True,True,True,False,True,True,7.0,0.7777777777777777,0.8181818181818182,0.059523809523809534,0.11430782637752168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
371,4.0,126.700173570766,133.552910541588,71.9469118211013,1.0,0.0,29.0,2020-07-02 02:00:00,False,False,True,True,True,True,True,False,True,True,7.0,0.7777777777777777,0.8181818181818182,0.059523809523809534,0.11430782637752168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
372,4.0,126.700173570766,133.552910541588,71.9469118211013,1.0,0.0,29.0,2020-07-02 02:30:00,False,False,True,True,True,True,True,False,True,True,7.0,0.7777777777777777,0.8181818181818182,0.059523809523809534,0.11430782637752168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
373,4.0,126.700173570766,133.552910541588,71.9469118211013,1.0,0.0,29.0,2020-07-02 03:00:00,False,False,True,True,True,True,True,False,True,True,7.0,0.7777777777777777,0.8181818181818182,0.059523809523809534,0.11430782637752168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
374,4.0,126.700173570766,133.552910541588,71.9469118211013,1.0,0.0,29.0,2020-07-02 03:30:00,False,False,True,True,True,True,True,False,True,True,7.0,0.7777777777777777,0.8181818181818182,0.059523809523809534,0.11430782637752168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
375,4.0,126.700173570766,133.552910541588,71.9469118211013,1.0,0.0,29.0,2020-07-02 04:00:00,False,False,True,True,True,True,True,False,True,True,7.0,0.7777777777777777,0.8181818181818182,0.059523809523809534,0.11430782637752168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
376,4.0,126.700173570766,133.552910541588,71.9469118211013,1.0,0.0,29.0,2020-07-02 04:30:00,False,False,True,True,True,True,True,False,True,True,7.0,0.7777777777777777,0.8181818181818182,0.059523809523809534,0.11430782637752168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
377,4.0,126.700173570766,133.552910541588,71.9469118211013,1.0,0.0,29.0,2020-07-02 05:00:00,False,False,True,True,True,True,True,False,True,True,7.0,0.7777777777777777,0.8181818181818182,0.059523809523809534,0.11430782637752168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
378,4.0,126.700173570766,133.552910541588,71.9469118211013,1.0,0.0,29.0,2020-07-02 05:30:00,False,False,True,True,True,True,True,False,True,True,7.0,0.7777777777777777,0.8181818181818182,0.059523809523809534,0.11430782637752168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
379,4.0,126.700173570766,133.552910541588,71.9469118211013,1.0,0.0,29.0,2020-07-02 06:00:00,False,False,True,True,True,True,True,False,True,True,7.0,0.7777777777777777,0.8181818181818182,0.059523809523809534,0.11430782637752168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
380,4.0,126.700173570766,133.552910541588,71.9469118211013,1.0,0.0,29.0,2020-07-02 06:30:00,False,False,True,True,True,True,True,False,True,True,7.0,0.7777777777777777,0.8181818181818182,0.059523809523809534,0.11430782637752168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
381,4.0,126.700173570766,133.552910541588,71.9469118211013,1.0,0.0,29.0,2020-07-02 07:00:00,False,False,True,True,True,True,True,False,True,True,7.0,0.7777777777777777,0.8181818181818182,0.059523809523809534,0.11430782637752168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
382,4.0,126.700173570766,133.552910541588,71.9469118211013,1.0,0.0,29.0,2020-07-02 07:30:00,False,False,True,True,True,True,True,False,True,True,7.0,0.7777777777777777,0.8181818181818182,0.059523809523809534,0.11430782637752168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
383,4.0,126.700173570766,133.552910541588,71.9469118211013,1.0,0.0,29.0,2020-07-02 08:00:00,False,False,True,True,True,True,True,False,True,True,7.0,0.7777777777777777,0.8181818181818182,0.059523809523809534,0.11430782637752168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
384,4.0,126.700173570766,133.552910541588,71.9469118211013,1.0,0.0,29.0,2020-07-02 08:30:00,False,False,True,True,True,True,True,False,True,True,7.0,0.7777777777777777,0.8181818181818182,0.059523809523809534,0.11430782637752168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
385,4.0,126.700173570766,133.552910541588,71.9469118211013,1.0,0.0,29.0,2020-07-02 09:00:00,False,False,True,True,True,True,True,False,True,True,7.0,0.7777777777777777,0.8181818181818182,0.059523809523809534,0.11430782637752168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
386,4.0,126.700173570766,133.552910541588,71.9469118211013,1.0,0.0,29.0,2020-07-02 09:30:00,False,False,True,True,True,True,True,False,True,True,7.0,0.7777777777777777,0.8181818181818182,0.059523809523809534,0.11430782637752168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
387,4.0,126.700173570766,133.552910541588,71.9469118211013,1.0,0.0,29.0,2020-07-02 10:00:00,False,False,True,True,True,True,True,False,True,True,7.0,0.7777777777777777,0.8181818181818182,0.059523809523809534,0.11430782637752168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
388,4.0,126.700173570766,133.552910541588,71.9469118211013,1.0,0.0,29.0,2020-07-02 10:30:00,False,False,True,True,True,True,True,False,True,True,7.0,0.7777777777777777,0.8181818181818182,0.059523809523809534,0.11430782637752168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
389,4.0,126.700173570766,133.552910541588,71.9469118211013,1.0,0.0,29.0,2020-07-02 11:00:00,False,False,True,True,True,True,True,False,True,True,7.0,0.7777777777777777,0.8181818181818182,0.059523809523809534,0.11430782637752168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
390,4.0,126.700173570766,133.552910541588,71.9469118211013,1.0,0.0,29.0,2020-07-02 11:30:00,False,False,True,True,True,True,True,False,True,True,7.0,0.7777777777777777,0.8181818181818182,0.059523809523809534,0.11430782637752168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
391,4.0,126.700173570766,133.552910541588,71.9469118211013,1.0,0.0,29.0,2020-07-02 12:00:00,False,False,True,True,True,True,True,False,True,True,7.0,0.7777777777777777,0.8181818181818182,0.059523809523809534,0.11430782637752168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
392,4.0,126.700173570766,133.552910541588,71.9469118211013,1.0,0.0,29.0,2020-07-02 12:30:00,False,False,True,True,True,True,True,False,True,True,7.0,0.7777777777777777,0.8181818181818182,0.059523809523809534,0.11430782637752168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
393,4.0,126.700173570766,133.552910541588,71.9469118211013,1.0,0.0,29.0,2020-07-02 13:00:00,False,False,True,True,True,True,True,False,True,True,7.0,0.7777777777777777,0.8181818181818182,0.059523809523809534,0.11430782637752168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
394,4.0,126.700173570766,133.552910541588,71.9469118211013,1.0,0.0,29.0,2020-07-02 13:30:00,False,False,True,True,True,True,True,False,True,True,7.0,0.7777777777777777,0.8181818181818182,0.059523809523809534,0.11430782637752168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
395,4.0,126.700173570766,133.552910541588,71.9469118211013,1.0,0.0,29.0,2020-07-02 14:00:00,False,False,True,True,True,True,True,False,True,True,7.0,0.7777777777777777,0.8181818181818182,0.059523809523809534,0.11430782637752168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
396,4.0,126.700173570766,133.552910541588,71.9469118211013,1.0,0.0,29.0,2020-07-02 14:30:00,False,False,True,True,True,True,True,False,True,True,7.0,0.7777777777777777,0.8181818181818182,0.059523809523809534,0.11430782637752168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
397,4.0,126.700173570766,133.552910541588,71.9469118211013,1.0,0.0,29.0,2020-07-02 15:00:00,False,False,True,True,True,True,True,False,True,True,7.0,0.7777777777777777,0.8181818181818182,0.059523809523809534,0.11430782637752168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
398,4.0,126.700173570766,133.552910541588,71.9469118211013,1.0,0.0,29.0,2020-07-02 15:30:00,False,False,True,True,True,True,True,False,True,True,7.0,0.7777777777777777,0.8181818181818182,0.059523809523809534,0.11430782637752168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
399,4.0,126.700173570766,133.552910541588,71.9469118211013,1.0,0.0,29.0,2020-07-02 16:00:00,False,False,True,True,True,True,True,False,True,True,7.0,0.7777777777777777,0.8181818181818182,0.059523809523809534,0.11430782637752168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
400,4.0,126.700173570766,133.552910541588,71.9469118211013,1.0,0.0,29.0,2020-07-02 16:30:00,False,False,True,True,True,True,True,False,True,True,7.0,0.7777777777777777,0.8181818181818182,0.059523809523809534,0.11430782637752168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
401,4.0,126.700173570766,133.552910541588,71.9469118211013,1.0,0.0,29.0,2020-07-02 17:00:00,False,False,True,True,True,True,True,False,True,True,7.0,0.7777777777777777,0.8181818181818182,0.059523809523809534,0.11430782637752168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
402,4.0,126.700173570766,133.552910541588,71.9469118211013,1.0,0.0,29.0,2020-07-02 17:30:00,False,False,True,True,True,True,True,False,True,True,7.0,0.7777777777777777,0.8181818181818182,0.059523809523809534,0.11430782637752168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
403,4.0,126.700173570766,133.552910541588,71.9469118211013,1.0,0.0,29.0,2020-07-02 18:00:00,False,False,True,True,True,True,True,False,True,True,7.0,0.7777777777777777,0.8181818181818182,0.059523809523809534,0.11430782637752168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
404,4.0,126.700173570766,133.552910541588,71.9469118211013,1.0,0.0,29.0,2020-07-02 18:30:00,False,False,True,True,True,True,True,False,True,True,7.0,0.7777777777777777,0.8181818181818182,0.059523809523809534,0.11430782637752168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
405,4.0,126.700173570766,133.552910541588,71.9469118211013,1.0,0.0,29.0,2020-07-02 19:00:00,False,False,True,True,True,True,True,False,True,True,7.0,0.7777777777777777,0.8181818181818182,0.059523809523809534,0.11430782637752168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
406,4.0,126.700173570766,133.552910541588,71.9469118211013,1.0,0.0,29.0,2020-07-02 19:30:00,False,False,True,True,True,True,True,False,True,True,7.0,0.7777777777777777,0.8181818181818182,0.059523809523809534,0.11430782637752168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
407,4.0,126.700173570766,133.552910541588,71.9469118211013,1.0,0.0,29.0,2020-07-02 20:00:00,False,False,True,True,True,True,True,False,True,True,7.0,0.7777777777777777,0.8181818181818182,0.059523809523809534,0.11430782637752168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
408,4.0,126.700173570766,133.552910541588,71.9469118211013,1.0,0.0,29.0,2020-07-02 20:30:00,False,False,True,True,True,True,True,False,True,True,7.0,0.7777777777777777,0.8181818181818182,0.059523809523809534,0.11430782637752168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
409,4.0,126.700173570766,133.552910541588,71.9469118211013,1.0,0.0,29.0,2020-07-02 21:00:00,False,False,True,True,True,True,True,False,True,True,7.0,0.7777777777777777,0.8181818181818182,0.059523809523809534,0.11430782637752168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
410,4.0,126.700173570766,133.552910541588,71.9469118211013,1.0,0.0,29.0,2020-07-02 21:30:00,False,False,True,True,True,True,True,False,True,True,7.0,0.7777777777777777,0.8181818181818182,0.059523809523809534,0.11430782637752168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
411,4.0,126.700173570766,133.552910541588,71.9469118211013,1.0,0.0,29.0,2020-07-02 22:00:00,False,False,True,True,True,True,True,False,True,True,7.0,0.7777777777777777,0.8181818181818182,0.059523809523809534,0.11430782637752168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
412,4.0,126.700173570766,133.552910541588,71.9469118211013,1.0,0.0,29.0,2020-07-02 22:30:00,False,False,True,True,True,True,True,False,True,True,7.0,0.7777777777777777,0.8181818181818182,0.059523809523809534,0.11430782637752168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
413,4.0,126.700173570766,133.552910541588,71.9469118211013,1.0,0.0,29.0,2020-07-02 23:00:00,False,False,True,True,True,True,True,False,True,True,7.0,0.7777777777777777,0.8181818181818182,0.059523809523809534,0.11430782637752168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
414,4.0,126.700173570766,133.552910541588,71.9469118211013,1.0,0.0,29.0,2020-07-02 23:30:00,False,False,True,True,True,True,True,False,True,True,7.0,0.7777777777777777,0.8181818181818182,0.059523809523809534,0.11430782637752168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
415,4.0,126.700173570766,133.552910541588,71.9469118211013,1.0,0.0,29.0,2020-07-03 00:00:00,False,False,True,True,True,True,True,False,True,True,7.0,0.7777777777777777,0.8181818181818182,0.059523809523809534,0.11430782637752168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
416,4.0,126.700173570766,133.552910541588,71.9469118211013,1.0,0.0,29.0,2020-07-03 00:30:00,False,False,True,True,True,True,True,False,True,True,7.0,0.7777777777777777,0.8181818181818182,0.059523809523809534,0.11430782637752168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
417,4.0,126.700173570766,133.552910541588,71.9469118211013,1.0,0.0,29.0,2020-07-03 01:00:00,False,False,True,True,True,True,True,False,True,True,7.0,0.7777777777777777,0.8181818181818182,0.059523809523809534,0.11430782637752168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
418,4.0,126.700173570766,133.552910541588,71.9469118211013,1.0,0.0,29.0,2020-07-03 01:30:00,False,False,True,True,True,True,True,False,True,True,7.0,0.7777777777777777,0.8181818181818182,0.059523809523809534,0.11430782637752168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
419,4.0,126.700173570766,133.552910541588,71.9469118211013,1.0,0.0,29.0,2020-07-03 02:00:00,False,False,True,True,True,True,True,False,True,True,7.0,0.7777777777777777,0.8181818181818182,0.059523809523809534,0.11430782637752168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
420,4.0,126.700173570766,133.552910541588,71.9469118211013,1.0,0.0,29.0,2020-07-03 02:30:00,False,False,True,True,True,True,True,False,True,True,7.0,0.7777777777777777,0.8181818181818182,0.059523809523809534,0.11430782637752168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
421,4.0,126.700173570766,133.552910541588,71.9469118211013,1.0,0.0,29.0,2020-07-03 03:00:00,False,False,True,True,True,True,True,False,True,True,7.0,0.7777777777777777,0.8181818181818182,0.059523809523809534,0.11430782637752168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
422,4.0,126.700173570766,133.552910541588,71.9469118211013,1.0,0.0,29.0,2020-07-03 03:30:00,False,False,True,True,True,True,True,False,True,True,7.0,0.7777777777777777,0.8181818181818182,0.059523809523809534,0.11430782637752168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
423,4.0,126.700173570766,133.552910541588,71.9469118211013,1.0,0.0,29.0,2020-07-03 04:00:00,False,False,True,True,True,True,True,False,True,True,7.0,0.7777777777777777,0.8181818181818182,0.059523809523809534,0.11430782637752168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
424,4.0,126.700173570766,133.552910541588,71.9469118211013,1.0,0.0,29.0,2020-07-03 04:30:00,False,False,True,True,True,True,True,False,True,True,7.0,0.7777777777777777,0.8181818181818182,0.059523809523809534,0.11430782637752168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
425,4.0,126.700173570766,133.552910541588,71.9469118211013,1.0,0.0,29.0,2020-07-03 05:00:00,False,False,True,True,True,True,True,False,True,True,7.0,0.7777777777777777,0.8181818181818182,0.059523809523809534,0.11430782637752168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
426,4.0,126.700173570766,133.552910541588,71.9469118211013,1.0,0.0,29.0,2020-07-03 05:30:00,False,False,True,True,True,True,True,False,True,True,7.0,0.7777777777777777,0.8181818181818182,0.059523809523809534,0.11430782637752168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
427,4.0,126.700173570766,133.552910541588,71.9469118211013,1.0,0.0,29.0,2020-07-03 06:00:00,False,False,True,True,True,True,True,False,True,True,7.0,0.7777777777777777,0.8181818181818182,0.059523809523809534,0.11430782637752168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
428,4.0,126.700173570766,133.552910541588,71.9469118211013,1.0,0.0,29.0,2020-07-03 06:30:00,False,False,True,True,True,True,True,False,True,True,7.0,0.7777777777777777,0.8181818181818182,0.059523809523809534,0.11430782637752168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
429,4.0,126.700173570766,133.552910541588,71.9469118211013,1.0,0.0,29.0,2020-07-03 07:00:00,False,False,True,True,True,True,True,False,True,True,7.0,0.7777777777777777,0.8181818181818182,0.059523809523809534,0.11430782637752168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
430,4.0,126.700173570766,133.552910541588,71.9469118211013,1.0,0.0,29.0,2020-07-03 07:30:00,False,False,True,True,True,True,True,False,True,True,7.0,0.7777777777777777,0.8181818181818182,0.059523809523809534,0.11430782637752168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
431,4.0,126.700173570766,133.552910541588,71.9469118211013,1.0,0.0,29.0,2020-07-03 08:00:00,False,False,True,True,True,True,True,False,True,True,7.0,0.7777777777777777,0.8181818181818182,0.059523809523809534,0.11430782637752168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
432,4.0,126.700173570766,133.552910541588,71.9469118211013,1.0,0.0,29.0,2020-07-03 08:30:00,False,False,True,True,True,True,True,False,True,True,7.0,0.7777777777777777,0.8181818181818182,0.059523809523809534,0.11430782637752168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
