,x,y,speed,traitement,breed,temperature,time,200002,200004,200011,200013,200014,204926,204927,204938,204945,204946,num_nb,degree,close,bet,pr,posture_1,posture_2,posture_3,posture_4,posture_5
0,11.978012030606198,70.49687417734421,0.0,1.0,0.0,29.0,2020-06-24 08:30:00,False,True,True,True,False,True,False,True,False,True,6.0,0.75,0.8,0.11904761904761901,0.13379176115922486,0,0,0,1,0
1,88.95949053284141,134.882618606614,9.04729285923469,1.0,0.0,29.0,2020-06-24 09:00:00,False,False,True,True,False,True,True,True,True,True,7.0,0.7777777777777777,0.8181818181818182,0.052777777777777764,0.10801139443332138,0,0,1,0,0
2,80.45131578991979,125.843261048596,3.07295453055335,1.0,0.0,29.0,2020-06-24 09:30:00,False,True,True,True,True,True,True,True,True,True,9.0,1.0,1.0,0.07314814814814814,0.13747898426666283,0,0,0,0,1
3,9.49299688144292,69.2913186251165,1.2183993072854098,1.0,0.0,29.0,2020-06-24 10:00:00,False,False,True,True,False,False,True,True,False,True,5.0,0.5555555555555556,0.6923076923076923,0.04351851851851852,0.08534524041274866,0,0,0,1,0
4,42.2560373306704,134.66028492463698,9.000453854345789,1.0,0.0,29.0,2020-06-24 10:30:00,False,True,True,True,True,True,True,True,True,True,9.0,1.0,1.0,0.10079365079365078,0.1464250376065309,0,0,0,0,1
5,142.581934234236,70.4930613488485,1.8666665601448,1.0,0.0,29.0,2020-06-24 11:00:00,False,False,False,True,False,True,False,False,True,False,3.0,0.3333333333333333,0.6,0.007936507936507936,0.06611799892581413,0,0,0,1,0
6,-11.194448139732401,65.2787928192118,9.31121586726727,1.0,0.0,29.0,2020-06-24 11:30:00,False,True,True,True,False,True,False,False,False,True,5.0,0.5555555555555556,0.6923076923076923,0.027777777777777776,0.08611073319555972,0,0,0,0,1
7,152.132688667365,64.2657299687091,25.419033489399702,1.0,0.0,29.0,2020-06-24 12:00:00,False,True,False,True,True,True,False,True,False,False,5.0,0.5555555555555556,0.6923076923076923,0.012566137566137564,0.08295941108893404,0,0,0,0,1
8,125.20006114438101,66.5077499822684,0.0,1.0,0.0,29.0,2020-06-24 12:30:00,False,True,False,True,True,False,False,True,False,True,5.0,0.5555555555555556,0.6923076923076923,0.024338624338624337,0.08776178957585071,0,1,0,0,0
9,29.0716974409689,66.3026458741078,7.33573524670627,1.0,0.0,29.0,2020-06-24 13:00:00,False,True,True,False,True,True,True,False,False,False,5.0,0.5555555555555556,0.6923076923076923,0.00810185185185185,0.08704266648128652,1,0,0,0,0
10,32.3873812206927,66.6168617053557,9.869117955140188,1.0,0.0,29.0,2020-06-24 13:30:00,False,True,True,False,True,True,True,False,False,False,5.0,0.5555555555555556,0.6923076923076923,0.012566137566137564,0.08723255110460165,1,0,0,0,0
11,2.67961605073717,63.4968619079998,7.1102296514407595,1.0,0.0,29.0,2020-06-24 14:00:00,False,True,True,False,True,True,True,True,False,True,7.0,0.7777777777777777,0.8181818181818182,0.18981481481481483,0.1467398089850251,0,0,0,1,0
12,27.5083575579951,66.7887631282107,4.18632419843104,1.0,0.0,29.0,2020-06-24 14:30:00,False,False,True,False,False,True,True,True,True,False,5.0,0.5555555555555556,0.6923076923076923,0.027777777777777776,0.08623669803978364,0,0,0,1,0
13,136.031461462015,72.1606408217398,26.540806012121898,1.0,0.0,29.0,2020-06-24 15:00:00,False,False,True,True,False,True,False,True,True,False,5.0,0.5555555555555556,0.6923076923076923,0.016699735449735447,0.08530571954791212,0,0,0,0,1
14,147.15254652063498,61.56761747233029,6.18603511775172,1.0,0.0,29.0,2020-06-24 15:30:00,False,False,False,True,True,False,False,True,False,False,3.0,0.3333333333333333,0.6,0.003968253968253968,0.06758695343999473,0,0,0,0,1
15,11.098718976346,65.93013152757811,4.2692297556051,1.0,0.0,29.0,2020-06-24 16:00:00,False,True,True,False,False,True,True,False,True,True,6.0,0.6666666666666666,0.75,0.05972222222222222,0.09874722028604772,0,0,0,0,1
16,33.7539778166245,80.9365957563153,6.907248368555041,1.0,0.0,29.0,2020-06-24 16:30:00,False,True,True,False,False,True,True,True,True,True,7.0,0.7777777777777777,0.8181818181818182,0.10648148148148147,0.1257844182839966,0,0,0,0,1
17,39.4101167448758,127.289255370258,1.79917422764736,1.0,0.0,29.0,2020-06-24 17:00:00,False,True,False,True,False,True,True,True,True,True,7.0,0.7777777777777777,0.8181818181818182,0.040079365079365076,0.11019221701823681,0,0,1,0,0
18,100.303036256333,130.603625879519,4.563353178544539,1.0,0.0,29.0,2020-06-24 17:30:00,False,False,True,True,False,True,True,True,True,True,7.0,0.7777777777777777,0.8181818181818182,0.0623015873015873,0.117350552709737,0,0,0,0,1
19,118.94177267117901,121.326202127204,1.21839930728544,1.0,0.0,29.0,2020-06-24 18:00:00,False,False,True,False,False,True,False,True,True,True,5.0,0.5555555555555556,0.6923076923076923,0.03518518518518518,0.09856259685358164,0,1,0,0,0
20,118.94177267117901,121.326202127204,1.21839930728544,1.0,0.0,29.0,2020-06-24 18:30:00,False,False,True,False,False,True,False,True,True,True,5.0,0.5555555555555556,0.6923076923076923,0.03518518518518518,0.09856259685358164,0,1,0,0,0
21,118.94177267117901,121.326202127204,1.21839930728544,1.0,0.0,29.0,2020-06-24 19:00:00,False,False,True,False,False,True,False,True,True,True,5.0,0.5555555555555556,0.6923076923076923,0.03518518518518518,0.09856259685358164,0,1,0,0,0
22,118.94177267117901,121.326202127204,1.21839930728544,1.0,0.0,29.0,2020-06-24 19:30:00,False,False,True,False,False,True,False,True,True,True,5.0,0.5555555555555556,0.6923076923076923,0.03518518518518518,0.09856259685358164,0,1,0,0,0
