,quality,subgroup,size_sg,size_dataset,positives_sg,positives_dataset,size_complement,relative_size_sg,relative_size_complement,coverage_sg,coverage_complement,target_share_sg,target_share_complement,target_share_dataset,lift
0,0.021603215893263347,ind=='204945',4579,45789,1463,4738,41210,0.10000218393063837,0.8999978160693617,0.30878007598142676,0.6912199240185732,0.31950207468879666,0.07947100218393593,0.10347463364563542,3.0877333258601327
1,0.021603215893263347,ind=='204945' AND traitement==1.0,4579,45789,1463,4738,41210,0.10000218393063837,0.8999978160693617,0.30878007598142676,0.6912199240185732,0.31950207468879666,0.07947100218393593,0.10347463364563542,3.0877333258601327
2,0.021603215893263347,breed==1.0 AND ind=='204945',4579,45789,1463,4738,41210,0.10000218393063837,0.8999978160693617,0.30878007598142676,0.6912199240185732,0.31950207468879666,0.07947100218393593,0.10347463364563542,3.0877333258601327
3,0.01785551670358737,speed<2.06,9156,45789,1765,4738,36633,0.19996068924850946,0.8000393107514905,0.3725200506542845,0.6274799493457155,0.19276976845784186,0.08115633445254279,0.10347463364563542,1.8629664263225243
4,0.017214998164191884,speed<2.06 AND traitement==1.0,7236,45789,1537,4738,38553,0.1580292209919413,0.8419707790080587,0.32439848037146474,0.6756015196285352,0.21241017136539525,0.08302855808886468,0.10347463364563542,2.0527752926656992
