,quality,subgroup,size_sg,size_dataset,positives_sg,positives_dataset,size_complement,relative_size_sg,relative_size_complement,coverage_sg,coverage_complement,target_share_sg,target_share_complement,target_share_dataset,lift
0,0.07272782877910916,breed==1.0 AND traitement==0.0,9158,45789,6327,14984,36631,0.20000436786127673,0.7999956321387233,0.42225040042712225,0.5777495995728777,0.6908713692946058,0.23632988452403703,0.3272401668523008,2.111205894863234
1,0.056074523228288695,traitement==0.0,18315,45789,8561,14984,27474,0.3999868964161698,0.6000131035838302,0.5713427656166578,0.42865723438334224,0.46743106743106744,0.23378466914173401,0.3272401668523008,1.4284037070609414
2,0.04569123012282037,temperature: [28.50:29.0[ AND traitement==0.0,7575,45789,4571,14984,38214,0.1654327458559916,0.8345672541440083,0.3050587293112654,0.6949412706887347,0.6034323432343235,0.2724917569477155,0.3272401668523008,1.844004509100136
3,0.045212300224546594,traitement==0.0 AND y<34.22,6383,45789,4159,14984,39406,0.13940029264670553,0.8605997073532945,0.277562733582488,0.722437266417512,0.6515744947516842,0.2747043597421712,0.3272401668523008,1.9911201641874576
4,0.044024468320264104,breed==1.0,22895,45789,9508,14984,22894,0.5000109196531918,0.49998908034680817,0.6345435130806193,0.36545648691938065,0.41528718060711944,0.23918930724207216,0.3272401668523008,1.2690593107861312
